unique_row,study_ID,long_cite,short_cite,peer_reviewed,coder,expt_num,expt_condition,same_infant,response_mode,exposure_phase,method,dependent_measure,participant_design,native_lang,infant_type,group_name_1,group_name_2,n_1,n_2,mean_age_1,mean_age_2,x_1,x_2,SD_1,SD_2,t,F,r,d,d_var,corr,test_lang,stimuli_link,data_link,age_range_1,age_range_2,n_excluded_1,n_excluded_2,gender_1,gender_2,num_trials,special_cases_measures,x_dif,SD_dif,contrast_sampa,audio_condition,speaker,speech_type,object_stimulus,cue_type,N_AFC,mean_comprehension_vocab,mean_production_vocab,pointing_modality,motive,correlation_type,condition_type,stimulus_naturalness,contrast_pseudoIPA,sampa_comments,counterbalanced,backness,height,nasality,roundness,tenseness,length,F1_1,F2_1,F1_2,F2_2,duration_word_1,duration_word_2,duration_vowel_1,duration_vowel_2,peripherality,Linguistic,words_to_passage,edge_alignment,familiarization_voice,familiarization_register,familiarization_affect,test_voice,test_register,indexical,rule.type,repetitions,types,tokens,expt_condition2,word_round,word_spiky,multiple_age_groups_younger_older,replication,native,label_present,instruction_code,taxonomic_type,tokens_per_trial,word_types_per_cond,publication_type,main_or_baseline_study,Modality,Semantics,TrainingRule,Speech,Nonspeech,CorrectPronunciation,Mispronunciation,is_correct,n_feature,type_feature,mispron_location,scenarios,Hamlin_Lab,stimuli_type,minimal_pairs,cues_present,word_typicality,ME_trial_type,preceding,task_difficulty,median_production_vocab,sentence_structure,agent_argument_type,patient_argument_type,stimuli_modality,stimuli_actor,transitive_event,intransitive_event,presentation_type,character_identification,practice_phase,test_mass_or_distributed,n_train_test_pair,n_test_trial_per_pair,n_repetitions_sentence,n_repetitions_video,learning_domain,live_video,task,rhythm_class,speech_manip,percentV,deltaC,deltaV,VarcoV,nPVI_V,rPVI_C,corr_imputed,dataset,short_name,domain,d_calc,d_var_calc,g_calc,g_var_calc,r_calc,r_var_calc,z_calc,z_var_calc,log_odds_calc,log_odds_var_calc,es_method,mean_age,n,same_infant_calc,all_mod,mean_age_months,year
8,yoshida2009,"Yoshida, K. A., Pons, F., Maye, J., and Werker, J. F. (2009). Distributional Phonetic Learning at 10 Months of Age. Infancy, 15(4), 420<e2><80><93>433.",Yoshida (2009),yes,Cristia_Alex,2,bimodal,exp2,eye-tracking,familiarization,central fixation,looking_time,between,Canadian English,typical,NA,NA,24,24,317.2,317.2,-0.2,-0.16,1.786574935,1.76,NA,0.97,NA,NA,NA,0.885013753,artificial,NA,NA,30,30,7,7,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.885013753,Statistical sound category learning,sounds,early_language,-0.02255634116940422,0.0833386332138224,-0.02218040214991415,0.08058382839369882,-0.01127745337764658,0.02082670999921353,-0.01127793150656143,0.04761904761904761,-0.04091267727251549,0.2741731137159711,between,317.2,24,yoshida2009 exp2,NA,10.421569231401056,2009
9,yoshida2009,"Yoshida, K. A., Pons, F., Maye, J., and Werker, J. F. (2009). Distributional Phonetic Learning at 10 Months of Age. Infancy, 15(4), 420<e2><80><93>433.",Yoshida (2009),yes,Cristia_Alex,3,bimodal,exp3,eye-tracking,familiarization,central fixation,looking_time,between,Canadian English,typical,NA,NA,24,24,318.2,318.2,-0.47,0.12,1.96,1.397014674,NA,5.94,NA,NA,NA,0.932012943,artificial,NA,NA,32.42,32.42,10.5,10.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.932012943,Statistical sound category learning,sounds,early_language,-0.34666170951048014,0.08458514938375758,-0.34088401435197213,0.08178914027912781,-0.17078435260484295,0.01934939203556402,-0.1724744695846795,0.04761904761904761,-0.628774788314456,0.2782739875415782,between,318.2,24,yoshida2009 exp3,NA,10.454424115484915,2009
10,yoshida2009,"Yoshida, K. A., Pons, F., Maye, J., and Werker, J. F. (2009). Distributional Phonetic Learning at 10 Months of Age. Infancy, 15(4), 420<e2><80><93>433.",Yoshida (2009),yes,Cristia_Alex,1,bimodal,exp1,eye-tracking,familiarization,central fixation,looking_time,between,Canadian English,typical,NA,NA,24,24,330.2,330.2,-0.19,-0.12,6.090340713,2.783316367,NA,0.037,NA,NA,NA,NA,artificial,NA,NA,57.42,57.42,5.5,5.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.938215458,Statistical sound category learning,sounds,early_language,-0.01478374947422822,0.08333560999217204,-0.01453735364965775,0.08058090510631968,-0.00739167280006596,0.02083048778965262,-0.00739180742366137,0.04761904761904761,-0.02681475539735311,0.2741631677154025,between,330.2,24,yoshida2009 exp1,NA,10.848682724491262,2009
11,fennell2012,"Fennell, C. T., Hudon, T. and Spring, M., (2012). Distributional learning of phonemes in monolingual and bilingual infants., Minneapolis, USA, 18th Biennial International Conference on Infant Studies",Fennell (2012),no,Cristia_Alex,NA,bimodal,bilingual,eye-tracking,familiarization,central fixation,looking_time,between,Canadian English,bilingual,NA,NA,9.5,9.5,214.461,214.461,1.058823529,-0.132352941,2.03969581,1.961716614,NA,NA,NA,NA,NA,NA,artificial,NA,NA,64.7946,64.7946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.246,Statistical sound category learning,sounds,early_language,0.595264979634332,0.21985106305208055,0.5673619337139727,0.19972309707441205,0.2852654300697605,0.04260704579119778,0.29340464673013217,0.15384615384615383,1.079691241611646,0.7232810064943295,between,214.461,9.5,fennell2012 bilingual,NA,7.046091295509148,2012
12,capel2011,"Capel, D. J. H., De Bree, E. H., De Klerk, M. A., Kerkhoff, A. O., and Wijnen, F. N. K. (2011). Distributional cues affect phonetic discrimination in Dutch infants. Sound and sounds. Studies presented to MEH (Bert) Schouten on the occasion of his 65th birthday. Utrecht: UiL-OTS, 33-43.",Capel (2011),no,Cristia_Alex,NA,bimodal,bimodal,eye-tracking,habituation,central fixation,looking_time,between,Dutch,typical,NA,NA,27,32,333,334,1.6,-0.159,3.376152396,3.337923981,2.279,NA,NA,NA,NA,NA,artificial,NA,NA,62,53,22,16,0.41,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.252,Statistical sound category learning,sounds,early_language,0.5242271741372061,0.07061597034300213,0.5172062744835828,0.06873713742670932,0.2526946494169,0.01437946052632102,0.25828917940171026,0.04166666666666666,0.950842915164365,0.23231723056149645,between,333.54237288135596,29.5,capel2011 bimodal,NA,10.958495998073255,2011
13,liu2011,"Liu, L., and Kager, R. (2011). How Do Statistical Learning and Perceptual Reorganization Alter Dutch Infant's Perception to Lexical Tones? In ICPhS (Vol. 17, pp. 1270<e2><80><93>1273).",Liu (2011),no,Cristia_Alex,NA,bimodal,11_month-olds,eye-tracking,habituation,central fixation,looking_time,between,Dutch,typical,NA,NA,14,14,349.83,349.83,2.521,-0.388,2.414208048,2.092290252,NA,NA,NA,NA,NA,0.246,artificial,NA,NA,NA,NA,6.333333333,6.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.246,Statistical sound category learning,sounds,early_language,1.287743173483674,0.17246933001524647,1.2491108782791638,0.1622763926113454,0.5413609726147421,0.01523273839188156,0.6060787928174031,0.09090909090909093,2.3357077493616423,0.5674013528571366,between,349.83,14,liu2011 11_month-olds,NA,11.493624099057476,2011
14,liu2011,"Liu, L., and Kager, R. (2011). How Do Statistical Learning and Perceptual Reorganization Alter Dutch Infant's Perception to Lexical Tones? In ICPhS (Vol. 17, pp. 1270<e2><80><93>1273).",Liu (2011),no,Cristia_Alex,NA,bimodal,5_month-olds,eye-tracking,habituation,central fixation,looking_time,between,Dutch,typical,NA,NA,14,14,167.31,167.31,1.533,3.432,4.88510394,4.391423004,NA,NA,NA,NA,NA,0.252,artificial,NA,NA,NA,NA,6.333333333,6.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.252,Statistical sound category learning,sounds,early_language,-0.4088419187044355,0.1458419949016058,-0.3965766611433024,0.13722273300292087,-0.20027916020002184,0.03224665284776634,-0.2030233628502693,0.09090909090909093,-0.7415572122184029,0.47980093158151343,between,167.31,14,liu2011 5_month-olds,NA,5.4969506560709664,2011
15,liu2014,"Liu L, Kager R. (2014). Perception of tones by infants learning a non-tone language.Cognition. 133(2):385-94. doi: 10.1016/j.cognition.2014.06.004. Epub 2014 Aug 14.",Liu (2014),yes,Cristia_Alex,1,bimodal,NA,eye-tracking,habituation,central fixation,looking_time,between,Dutch,typical,NA,NA,16,16,349.83,349.83,2.545454545,-0.436363636,2.43826249,2.110344455,NA,NA,NA,NA,NA,NA,artificial,NA,NA,NA,NA,5.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.795832063,Statistical sound category learning,sounds,early_language,1.3076969102807985,0.1517198626430929,1.2738771626011225,0.14397376085684105,0.547250712257905,0.01303880681103195,0.6144481886882476,0.07692307692307693,2.371899824478363,0.49913834135831414,between,349.83,16,liu2014 NA,NA,11.493624099057476,2014
16,wanrooij2014,"Wanrooij, K., Boersma, P., and van Zuijen, T. L. (2014). Fast phonetic learning occurs already in 2-to-3-month old infants. An ERP study. Frontiers in Psychology, 5, 77.",Wanrooij (2014),yes,Cristia_Alex,1,bimodal,Wanrooij 2014 B AE-E,EEG,habituation,oddball,peak_amplitude,between,Dutch,typical,NA,NA,6,5,76.05,76.05,0.475371196,1.212876227,2.260432097,0.8624617681,1.46,NA,NA,NA,NA,0.938215458,artificial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.938215458,Statistical sound category learning,sounds,early_language,-0.4142739928056001,0.3744677094446255,-0.3754358059800751,0.3075462340262989,-0.202025843197429,0.08193286720120224,-0.20484370153102888,0.3333333333333333,-0.7514099047695684,1.2319493844001757,between,76.05,5.5,wanrooij2014 Wanrooij 2014 B AE-E,NA,2.498613934577712,2014
17,wanrooij2014,"Wanrooij, K., Boersma, P., and van Zuijen, T. L. (2014). Fast phonetic learning occurs already in 2-to-3-month old infants. An ERP study. Frontiers in Psychology, 5, 77.",Wanrooij (2014),yes,Cristia_Alex,1,bimodal,Wanrooij 2014 B AE-E,EEG,habituation,oddball,peak_amplitude,between,Dutch,typical,NA,NA,5,6,76.05,76.05,0.272122374,-0.669283759,3.417869662,2.629036127,NA,NA,NA,NA,NA,0.808212435,artificial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.808212435,Statistical sound category learning,sounds,early_language,0.31324857273750134,0.3711268788631249,0.28388151904336056,0.3048024464100469,0.15411234533460316,0.08561317701822013,0.15535012021076514,0.5,0.5681700620785561,1.2209584923300183,between,76.05,5.5,wanrooij2014 Wanrooij 2014 B AE-E,NA,2.498613934577712,2014
18,wanrooij2014,"Wanrooij, K., Boersma, P., and van Zuijen, T. L. (2014). Fast phonetic learning occurs already in 2-to-3-month old infants. An ERP study. Frontiers in Psychology, 5, 77.",Wanrooij (2014),yes,Cristia_Alex,1,bimodal,Wanrooij 2014 B E-AE,EEG,habituation,oddball,peak_amplitude,between,Dutch,typical,NA,NA,5,6,76.05,76.05,2.261948846,-0.594219196,0.7641434713,2.352614456,6.12,NA,NA,NA,NA,0.420551777,artificial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.420551777,Statistical sound category learning,sounds,early_language,1.5641365138784518,0.4778722591233865,1.4174987157023469,0.3924712596902032,0.6144576630740695,0.0285722152408988,0.7160516782671635,0.5,2.837029814448262,1.572136717267563,between,76.05,5.5,wanrooij2014 Wanrooij 2014 B E-AE,NA,2.498613934577712,2014
19,wanrooij2014,"Wanrooij, K., Boersma, P., and van Zuijen, T. L. (2014). Fast phonetic learning occurs already in 2-to-3-month old infants. An ERP study. Frontiers in Psychology, 5, 77.",Wanrooij (2014),yes,Cristia_Alex,1,bimodal,Wanrooij 2014 B E-AE,EEG,habituation,oddball,peak_amplitude,between,Dutch,typical,NA,NA,6,4,76.05,76.05,0.389252084,1.091792482,2.23324028,2.223856247,NA,NA,NA,NA,NA,0.795832063,artificial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.795832063,Statistical sound category learning,sounds,early_language,-0.31507926571820655,0.4216304138509429,-0.28132077296268443,0.33612118451127465,-0.15255005596094917,0.0942898026808086,-0.15375021600108507,0.3333333333333333,-0.5714905718430673,1.3871084627254646,between,76.05,5,wanrooij2014 Wanrooij 2014 B E-AE,NA,2.498613934577712,2014
20,terschure2016,"Ter Schure, S., Junge, C., & Boersma, P. (2016). Discriminating Non-native Vowels on the Basis of Multimodal, Auditory or Visual Information: Effects on Infants<e2><80><99> Looking Patterns and Discrimination. Frontiers in psychology, 7.",Ter Schure (2016),yes,Cristia_Alex,NA,bimodal,bimodal,eye-tracking,habituation,central fixation,looking_time_change,between,Dutch,typical,NA,NA,13,15,240.68,240.68,0.72,0.055,2.577969162,3.222322144,1.006,NA,NA,NA,NA,NA,artificial,NA,NA,68.24,68.24,15.5,15.5,0.4642857143,0.4642857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.932012943,Statistical sound category learning,sounds,early_language,0.22599720775592316,0.1445017924810556,0.21921729152324543,0.1359617365454252,0.11200081529477292,0.03460547391122717,0.1124726915610036,0.1,0.4099135917464019,0.47539184234544246,between,240.68000000000004,14,terschure2016 bimodal,NA,7.907513501303929,2016
1,AslinSaffranNewport1998,"Aslin, R. N., Saffran, J. R., & Newport, E. L. (1998). Computation of conditional probability statistics by 8-month-old infants. Psychological science, 9(4), 321-324.","Aslin, Saffran, & Newport (1998)",yes,SK/AKB,1,frequency balanced,1,behavior,familiarization,head-turn preference procedure,looking_time,within_two,American English,typical,NA,NA,30,NA,243.52,NA,6.78,7.36,1.971801,2.300435,-2.1,NA,NA,NA,NA,NA,native,NA,NA,30.44,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,artificial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.726,Statistical word segmentation,statSeg,early_language,-0.27072081074804294,0.01724468123046352,-0.2634693604601489,0.01633323164055621,-0.1341371236599209,0.00408262262535509,-0.13495042134801202,0.03703703703703703,-0.4910332344197723,0.05673272725585528,group_means_two,243.52,30,AslinSaffranNewport1998 1,NA,8.000821372102097,1998
2,Graf-EstesLewWilliams2015,"Graf Estes, K. , & Lew-Williams, C. (2015). Listening through voices: Infant statistical word segmentation across multiple speakers. Developmental psychology, 51(11), 1517.",Graf Estes & Lew-Williams (2015),yes,AKB,1,Eight voices Younger; consistent gender test,1,eye-tracking,familiarization,central fixation,looking_time,within_two,American English,typical,NA,NA,25,NA,252.652,NA,NA,NA,NA,NA,2.96,NA,NA,0.4,NA,NA,native,NA,NA,30.44,NA,10,NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,artificial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.698904,Statistical word segmentation,statSeg,early_language,0.4593981030522438,0.02830861234176,0.4444177301266272,0.0264924998061296,0.22386911014215163,0.00606552526952702,0.2277256713694901,0.04545454545454545,0.8332559872465656,0.09313160165232236,t_two,252.65199999999996,25,Graf-EstesLewWilliams2015 1,NA,8.300852173555924,2015
3,Graf-EstesLewWilliams2015,"Graf Estes, K. , & Lew-Williams, C. (2015). Listening through voices: Infant statistical word segmentation across multiple speakers. Developmental psychology, 51(11), 1517.",Graf Estes & Lew-Williams (2015),yes,AKB,1,Eight voices Younger; consistent gender test,1,eye-tracking,familiarization,central fixation,looking_time,within_two,American English,typical,NA,NA,25,NA,252.652,NA,NA,NA,NA,NA,-1.34,NA,NA,0.21,NA,NA,native,NA,NA,30.44,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,artificial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.732419,Statistical word segmentation,statSeg,early_language,-0.19605477675384497,0.02217522950975999,-0.1896616862075239,0.0207525984105398,-0.09755976519653124,0.00538701290518364,-0.09787106651836992,0.04545454545454545,-0.35560402943120556,0.07295358092156462,t_two,252.65199999999996,25,Graf-EstesLewWilliams2015 1,NA,8.300852173555924,2015
4,Graf-EstesLewWilliams2015,"Graf Estes, K. , & Lew-Williams, C. (2015). Listening through voices: Infant statistical word segmentation across multiple speakers. Developmental psychology, 51(11), 1517.",Graf Estes & Lew-Williams (2015),yes,AKB,1,Eight Voices Older; consistent gender test,2,eye-tracking,familiarization,central fixation,looking_time,within_two,American English,typical,NA,NA,25,NA,328.752,NA,NA,NA,NA,NA,2.22,NA,NA,0.41,NA,NA,native,NA,NA,21.308,NA,NA,NA,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,artificial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.698904,Statistical word segmentation,statSeg,early_language,0.3445485772891829,0.02646195444224,0.3333132975949704,0.0247643125161842,0.16977340445984063,0.00605978310686403,0.17143333371361758,0.04545454545454545,0.6249419904349243,0.08705634067485268,t_two,328.75200000000007,25,Graf-EstesLewWilliams2015 2,NA,10.801108852337832,2015
