ds_clean,native_lang,infant_type,infant_type_clincal,infant_type_language,infant_native_lang,response_mode,method,dependent_measure,looking,behavioral_measure,unique_row,study_ID,long_cite,short_cite,peer_reviewed,coder,expt_num,expt_condition,same_infant,exposure_phase,participant_design,group_name_1,group_name_2,n_1,n_2,mean_age_1,mean_age_2,x_1,x_2,SD_1,SD_2,t,F,r,d,d_var,corr,test_lang,stimuli_link,data_link,age_range_1,age_range_2,n_excluded_1,n_excluded_2,gender_1,gender_2,num_trials,special_cases_measures,x_dif,SD_dif,contrast_sampa,audio_condition,speaker,speech_type,object_stimulus,cue_type,N_AFC,mean_comprehension_vocab,mean_production_vocab,pointing_modality,motive,correlation_type,condition_type,stimulus_naturalness,contrast_pseudoIPA,sampa_comments,counterbalanced,backness,height,nasality,roundness,tenseness,length,F1_1,F2_1,F1_2,F2_2,duration_word_1,duration_word_2,duration_vowel_1,duration_vowel_2,peripherality,Linguistic,words_to_passage,edge_alignment,familiarization_voice,familiarization_register,familiarization_affect,test_voice,test_register,indexical,rule.type,repetitions,types,tokens,expt_condition2,word_round,word_spiky,multiple_age_groups_younger_older,replication,native,label_present,instruction_code,taxonomic_type,tokens_per_trial,word_types_per_cond,publication_type,main_or_baseline_study,Modality,Semantics,TrainingRule,Speech,Nonspeech,CorrectPronunciation,Mispronunciation,is_correct,n_feature,type_feature,mispron_location,scenarios,Hamlin_Lab,stimuli_type,minimal_pairs,cues_present,word_typicality,ME_trial_type,preceding,task_difficulty,median_production_vocab,sentence_structure,agent_argument_type,patient_argument_type,stimuli_modality,stimuli_actor,transitive_event,intransitive_event,presentation_type,character_identification,practice_phase,test_mass_or_distributed,n_train_test_pair,n_test_trial_per_pair,n_repetitions_sentence,n_repetitions_video,learning_domain,live_video,task,rhythm_class,speech_manip,percentV,deltaC,deltaV,VarcoV,nPVI_V,rPVI_C,corr_imputed,dataset,short_name,domain,d_calc,d_var_calc,g_calc,g_var_calc,r_calc,r_var_calc,z_calc,z_var_calc,log_odds_calc,log_odds_var_calc,es_method,mean_age,n,same_infant_calc,all_mod,mean_age_months,year,doi,original_ma,2nd coder,stimulus_set,lab,main_question_IDS_preference,trial_control,human_coded,data_from_figure,effect_significance_reported,fussers,non_criterion,criterion,criterion_definition,exclusionCriteria,num_minimum_trials,mean_vocab,speaker_fam,speaker_experience,speaker_female,presentation,setting,Coder 1 Comments,Coder 2 Comments,by_major_author,major_author
Abstract rule learning,American English,typical,typical,monolingual,NA,behavior,central fixation,looking_time,yes,looking,17,Ferguson2015,"Ferguson, B. & Waxman, S. Visual abstract rule learning by 3- and 4-month-old infants Cognitive Science Society 2015",Ferguson & Waxman (2016),yes,HR,1,SpeechABB,SpeechABB,habituation,within_two,experimental,NA,10,NA,124,NA,7.82,10.85,3.62,9.76,NA,-1.11,NA,NA,NA,0.49,artificial,NA,NA,59,NA,6.5,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Speech,Meaningful,ABB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,Abstract rule learning,ruleLearning,early_language,-0.41164146988451866,0.11047243498643436,-0.373050082082845,0.09072980256210088,-0.2015950215857555,0.02438585601308647,-0.20439458869017976,0.14285714285714285,-0.7466350363689789,0.3634397435137235,group_means_two,124,10,Ferguson2015 SpeechABB,NA,4.0740056263988995,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abstract rule learning,American English,typical,typical,monolingual,NA,behavior,central fixation,looking_time,yes,looking,46,Johnson2009,"Johnson, S. P., Fernandes, K. J., Frank, M. C., Kirkham, N., Marcus, G., Rabagliati, H., & Slemmer, J. A. Abstract Rule Learning for Visual Sequences in 8‐and 11‐Month‐Olds.  Infancy, 2009, 14(1), 2-18.",Johnson et al (2009),yes,HR,1,8moABBTestAAB,8moABBTestAAB,habituation,within_two,experimental,NA,20,NA,245,NA,12.25,13.95,10.0623059,13.64001466,NA,0.58,NA,-0.029,NA,NA,artificial,NA,NA,NA,NA,1.09,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nonspeech,Meaningless,ABB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96,Abstract rule learning,ruleLearning,early_language,-0.14183914550910917,0.00450295857996886,-0.13592918111289629,0.00413552966806167,-0.07074189467169036,0.00110892307623607,-0.07086025755961112,0.0588235294117647,-0.25726775194794693,0.01481413993959458,group_means_two,245,20,Johnson2009 8moABBTestAAB,NA,8.049446600546212,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abstract rule learning,American English,typical,typical,monolingual,NA,behavior,central fixation,looking_time,yes,looking,47,Johnson2009,"Johnson, S. P., Fernandes, K. J., Frank, M. C., Kirkham, N., Marcus, G., Rabagliati, H., & Slemmer, J. A. Abstract Rule Learning for Visual Sequences in 8‐and 11‐Month‐Olds.  Infancy, 2009, 14(1), 2-18.",Johnson et al (2009),yes,HR,1,11moABBTestAAB,11moABBTestAAB,habituation,within_two,experimental,NA,20,NA,336,NA,15.65,12.09,8.720665112,8.049844719,2.72,NA,NA,0.861,NA,NA,artificial,NA,NA,NA,NA,1.09,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nonspeech,Meaningless,ABB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,Abstract rule learning,ruleLearning,early_language,0.4242155365457361,0.02858043821717793,0.40653988918966383,0.02624835384876237,0.2074916233379937,0.00626142028613027,0.21054868634618512,0.0588235294117647,0.7694418704849338,0.09402587293777392,group_means_two,336,20,Johnson2009 11moABBTestAAB,NA,11.039241052177662,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abstract rule learning,American English,typical,typical,monolingual,NA,behavior,central fixation,looking_time,yes,looking,48,Johnson2009,"Johnson, S. P., Fernandes, K. J., Frank, M. C., Kirkham, N., Marcus, G., Rabagliati, H., & Slemmer, J. A. Abstract Rule Learning for Visual Sequences in 8‐and 11‐Month‐Olds.  Infancy, 2009, 14(1), 2-18.",Johnson et al (2009),yes,HR,1,8moABBTestABA,8moABBTestABA,habituation,within_two,experimental,NA,20,NA,247,NA,16.78,8.7,10.64368357,4.740464112,4.45,NA,NA,0.98,NA,NA,artificial,NA,NA,NA,NA,1.09,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nonspeech,Meaningless,ABB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,Abstract rule learning,ruleLearning,early_language,0.9807096395159596,0.05485334404767596,0.9398467378694612,0.05037746354378574,0.4402721284231873,0.00718468258696962,0.4725683153900496,0.0588235294117647,1.7788105206524163,0.1804602686091371,group_means_two,247,20,Johnson2009 8moABBTestABA,NA,8.115156368713937,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abstract rule learning,American English,typical,typical,monolingual,NA,behavior,central fixation,looking_time,yes,looking,49,Johnson2009,"Johnson, S. P., Fernandes, K. J., Frank, M. C., Kirkham, N., Marcus, G., Rabagliati, H., & Slemmer, J. A. Abstract Rule Learning for Visual Sequences in 8‐and 11‐Month‐Olds.  Infancy, 2009, 14(1), 2-18.",Johnson et al (2009),yes,HR,2,8moAABTestABA,8moAABTestABA,habituation,within_two,experimental,NA,20,NA,238,NA,9.75,9.04,5.769055382,4.785185472,0.64,NA,NA,0.2,NA,NA,artificial,NA,NA,NA,NA,1.09,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nonspeech,Meaningless,AAB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,Abstract rule learning,ruleLearning,early_language,0.13396226414853157,0.04327676031802637,0.12838050314234276,0.03974549688929853,0.06683138128724089,0.01067486703265173,0.06693114809240543,0.0588235294117647,0.24298066954398295,0.14237483469989412,group_means_two,238,20,Johnson2009 8moAABTestABA,NA,7.819462411959178,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abstract rule learning,American English,typical,typical,monolingual,NA,behavior,central fixation,looking_time,yes,looking,50,Johnson2009,"Johnson, S. P., Fernandes, K. J., Frank, M. C., Kirkham, N., Marcus, G., Rabagliati, H., & Slemmer, J. A. Abstract Rule Learning for Visual Sequences in 8‐and 11‐Month‐Olds.  Infancy, 2009, 14(1), 2-18.",Johnson et al (2009),yes,HR,2,11moAABTestABA,11moAABTestABA,habituation,within_two,experimental,NA,20,NA,335,NA,11.08,14.96,6.842368011,9.257321427,-1.9,NA,NA,-0.601,NA,NA,artificial,NA,NA,NA,NA,1.09,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nonspeech,Meaningless,AAB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,Abstract rule learning,ruleLearning,early_language,-0.47666423180336454,0.06691279695907443,-0.45680322214489105,0.0614528985960944,-0.2318385835877108,0.01417320502338539,-0.23613161350541545,0.0588235294117647,-0.8645732805981345,0.22013427845215983,group_means_two,335,20,Johnson2009 11moAABTestABA,NA,11.0063861680938,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abstract rule learning,American English,typical,typical,monolingual,NA,behavior,central fixation,looking_time,yes,looking,51,Johnson2009,"Johnson, S. P., Fernandes, K. J., Frank, M. C., Kirkham, N., Marcus, G., Rabagliati, H., & Slemmer, J. A. Abstract Rule Learning for Visual Sequences in 8‐and 11‐Month‐Olds.  Infancy, 2009, 14(1), 2-18.",Johnson et al (2009),yes,HR,2,11moAABTestABB,11moAABTestABB,habituation,within_two,experimental,NA,20,NA,331,NA,8.35,12.26,3.354101966,8.720665112,-2.22,NA,NA,-0.712,NA,NA,artificial,NA,NA,NA,NA,1.09,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nonspeech,Meaningless,AAB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.503,Abstract rule learning,ruleLearning,early_language,-0.5918131806601463,0.0655779934334292,-0.5671542981326403,0.06022701133035425,-0.28374478147923965,0.012744934377228,-0.29175007113962526,0.0588235294117647,-1.0734303708268038,0.21574295086839393,group_means_two,331,20,Johnson2009 11moAABTestABB,NA,10.874966631758353,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abstract rule learning,American English,typical,typical,monolingual,NA,behavior,central fixation,looking_time,yes,looking,52,Johnson2009,"Johnson, S. P., Fernandes, K. J., Frank, M. C., Kirkham, N., Marcus, G., Rabagliati, H., & Slemmer, J. A. Abstract Rule Learning for Visual Sequences in 8‐and 11‐Month‐Olds.  Infancy, 2009, 14(1), 2-18.",Johnson et al (2009),yes,HR,3,8moABATestABB,8moABATestABB,habituation,within_two,experimental,NA,20,NA,243,NA,17.43,18.07,15.07109817,21.24264579,NA,NA,NA,NA,NA,NA,artificial,NA,NA,NA,NA,1.09,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nonspeech,Meaningless,ABA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.385,Abstract rule learning,ruleLearning,early_language,-0.03475008675861634,0.06153018921324328,-0.03330216647700733,0.05650949669063489,-0.01737242127853848,0.01536862410074434,-0.01737416926656959,0.0588235294117647,-0.06302968526986223,0.20242620875296227,group_means_two,243,20,Johnson2009 8moABATestABB,NA,7.983736832378488,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abstract rule learning,American English,typical,typical,monolingual,NA,behavior,central fixation,looking_time,yes,looking,53,Johnson2009,"Johnson, S. P., Fernandes, K. J., Frank, M. C., Kirkham, N., Marcus, G., Rabagliati, H., & Slemmer, J. A. Abstract Rule Learning for Visual Sequences in 8‐and 11‐Month‐Olds.  Infancy, 2009, 14(1), 2-18.",Johnson et al (2009),yes,HR,3,11moABATestABB,11moABATestABB,habituation,within_two,experimental,NA,20,NA,338,NA,10.82,10.91,6.708203932,6.171547618,NA,NA,NA,NA,NA,NA,artificial,NA,NA,NA,NA,1.09,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nonspeech,Meaningless,ABA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88,Abstract rule learning,ruleLearning,early_language,-0.0139633091879759,0.01200487435008697,-0.0133815046384769,0.01102530994999307,-0.00698148444506477,0.00300077976059986,-0.00698159787685092,0.0588235294117647,-0.0253266413277565,0.03949445357338106,group_means_two,338,20,Johnson2009 11moABATestABB,NA,11.104950820345389,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abstract rule learning,American English,typical,typical,monolingual,NA,behavior,central fixation,looking_time,yes,looking,78,Rabagliati2012,"Rabagliati, H., Senghas, A., Johnson, S., & Marcus, G. F. ""Infant rule learning: advantage language, or advantage speech? PLoS One, 7(7), e40517.",Rabagliati et al (2012),yes,HR,1,ABB,ABB,habituation,within_two,experimental,NA,12,NA,233,NA,1.97,1.55,0.56,0.49,2.57,NA,NA,NA,NA,0.5,artificial,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nonspeech,Meaningful,ABB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,Abstract rule learning,ruleLearning,early_language,0.798228126285287,0.109882005899705,0.7383610168138905,0.0940177912979351,0.3706812379291292,0.01763145004658025,0.38921262245752386,0.1111111111111111,1.447825667970125,0.3614973096760851,group_means_two,233,12,Rabagliati2012 ABB,NA,7.655187991539867,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abstract rule learning,American English,typical,typical,monolingual,NA,behavior,central fixation,looking_time,yes,looking,79,Rabagliati2012,"Rabagliati, H., Senghas, A., Johnson, S., & Marcus, G. F. ""Infant rule learning: advantage language, or advantage speech? PLoS One, 7(7), e40517.",Rabagliati et al (2012),yes,HR,1,AAB,AAB,habituation,within_two,experimental,NA,12,NA,233,NA,1.47,1.52,0.49,0.46,-0.51,NA,NA,NA,NA,0.67,artificial,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nonspeech,Meaningful,AAB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,Abstract rule learning,ruleLearning,early_language,-0.10521071133233972,0.05546122057412736,-0.09731990798241424,0.04745400685373772,-0.05253271837258803,0.01375082995493293,-0.05258112315834946,0.1111111111111111,-0.1908311213252276,0.18246010222273168,group_means_two,233,12,Rabagliati2012 AAB,NA,7.655187991539867,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abstract rule learning,American English,typical,typical,monolingual,NA,behavior,central fixation,looking_time,yes,looking,80,Saffran2007,"Saffran, JR, Pollak, SD, Seibel, RL, Shkolnik, A. Dog is a dog is a dog: Infant rule learning is not specific to language. Cognition. 2007 Dec; 105(3): 669–680.",Saffran et al (2007),yes,HR,1,7mo,7mo,habituation,within_two,experimental,NA,16,NA,222,NA,7.51,5.21,3.44,2.16,3.25,NA,NA,NA,NA,NA,artificial,NA,NA,15,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nonspeech,Meaningful,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,Abstract rule learning,ruleLearning,early_language,0.8007766303983196,0.07366024388256173,0.7578778823412667,0.06597947227873593,0.3717014256542069,0.01178827215882334,0.3903958372386903,0.07692307692307693,1.4524481431100913,0.2423324890695489,group_means_two,222,16,Saffran2007 7mo,NA,7.293784266617384,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abstract rule learning,American English,typical,typical,monolingual,NA,behavior,central fixation,looking_time,yes,looking,81,Saffran2007,"Saffran, JR, Pollak, SD, Seibel, RL, Shkolnik, A. Dog is a dog is a dog: Infant rule learning is not specific to language. Cognition. 2007 Dec; 105(3): 669–680.",Saffran et al (2007),yes,HR,2,7mo,7mo,habituation,within_two,experimental,NA,16,NA,219,NA,6.27,3.79,2.72,1.04,4.8,NA,NA,NA,NA,NA,artificial,NA,NA,15,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nonspeech,Meaningful,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,Abstract rule learning,ruleLearning,early_language,1.204394469323007,0.07733826434540908,1.139873337037846,0.06927397466398409,0.5158791191523477,0.00764169300422614,0.5707080984827398,0.07692307692307693,2.184529922745279,0.2544326913853539,group_means_two,219,16,Saffran2007 7mo,NA,7.195219614365798,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abstract rule learning,American English,typical,typical,monolingual,NA,behavior,central fixation,looking_time,yes,looking,82,Saffran2007,"Saffran, JR, Pollak, SD, Seibel, RL, Shkolnik, A. Dog is a dog is a dog: Infant rule learning is not specific to language. Cognition. 2007 Dec; 105(3): 669–680.",Saffran et al (2007),yes,HR,3,7mo,7mo,habituation,within_two,experimental,NA,12,NA,221,NA,4.72,3.69,1.72,1.16,4.2,NA,NA,NA,NA,NA,artificial,NA,NA,15,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nonspeech,Meaningful,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,Abstract rule learning,ruleLearning,early_language,0.7021276745546101,0.03758607289980421,0.6494680989630144,0.03215958362489498,0.33124451102258984,0.00663044275139528,0.3442255001402476,0.1111111111111111,1.2735187297184016,0.12365322350385773,group_means_two,221,12,Saffran2007 7mo,NA,7.260929382533522,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abstract rule learning,American English,typical,typical,monolingual,NA,behavior,central fixation,looking_time,yes,looking,83,Thiessen2012,"Thiessen, ED Effects of Inter- and Intra-modal Redundancy on Infants' Rule Learning . Language Learning and Development, 2012, 8(3), 197-214.",Thiessen (2012),yes,HR,1,ABA,ABA,habituation,within_two,experimental,NA,16,NA,219,NA,6.4,7.7,2.5,3,-3.1,NA,NA,-0.73,NA,NA,artificial,NA,NA,46,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nonspeech,Meaningless,ABA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,Abstract rule learning,ruleLearning,early_language,-0.4707858794210963,0.02829069360809265,-0.4455652073092518,0.0253407392682182,-0.22913047950612692,0.00601617127757819,-0.23327157301133167,0.07692307692307693,-0.85391112878443165,0.09307265138143396,group_means_two,219,16,Thiessen2012 ABA,NA,7.195219614365798,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
